label_1,mm_x_1,mm_y_1,row,col,xu_1,yu_1,image_path_1,label_2,mm_x_2,mm_y_2,xu_2,yu_2,image_path_2,_merge,dx_px,dy_px,err_px
P49_-45.680_17.120,-45.68,17.12,3,3,747.0954172989378,800.0126960040466,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P49_-45.680_17.120.png,P49_-45.680_17.120,-45.68,17.12,745.7420899891068,797.948735645565,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P49_-45.680_17.120.png,both,-1.353327309831002,-2.0639603584816086,2.468081677926796
P50_-34.260_17.120,-34.26,17.12,3,4,813.3201915562281,800.0038327873759,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P50_-34.260_17.120.png,P50_-34.260_17.120,-34.26,17.12,812.8975242735839,797.8244778044499,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P50_-34.260_17.120.png,both,-0.42266728264417,-2.179354982926043,2.2199630117239293
P51_-22.840_17.120,-22.84,17.12,3,5,883.758085086215,799.8002188768344,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P51_-22.840_17.120.png,P51_-22.840_17.120,-22.84,17.12,882.4632080181665,797.5858318525636,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P51_-22.840_17.120.png,both,-1.2948770680485495,-2.2143870242707635,2.565193270421692
P52_-11.420_17.120,-11.42,17.12,3,6,954.8561162400335,801.562669286232,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P52_-11.420_17.120.png,P52_-11.420_17.120,-11.42,17.12,952.5799799310452,799.463213348428,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P52_-11.420_17.120.png,both,-2.2761363089883844,-2.0994559378040094,3.0965322106956648
P53_0.000_17.120,0.0,17.12,3,7,1027.6614066027971,801.503860219423,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P53_0.000_17.120.png,P53_0.000_17.120,0.0,17.12,1025.879233175287,799.6929759837841,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P53_0.000_17.120.png,both,-1.782173427510088,-1.8108842356389232,2.540756548866621
P54_11.420_17.120,11.42,17.12,3,8,1099.8765912924844,802.7314522051481,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P54_11.420_17.120.png,P54_11.420_17.120,11.42,17.12,1097.8769703502862,800.5906427624878,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P54_11.420_17.120.png,both,-1.9996209421981348,-2.14080944266027,2.9294280981551215
P55_22.840_17.120,22.84,17.12,3,9,1171.620228078498,802.838672226106,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P55_22.840_17.120.png,P55_22.840_17.120,22.84,17.12,1169.8166070361303,800.983769577783,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P55_22.840_17.120.png,both,-1.8036210423676948,-1.854902648322991,2.5872210379531113
P56_34.260_17.120,34.26,17.12,3,10,1242.5799143674192,804.5185361013552,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P56_34.260_17.120.png,P56_34.260_17.120,34.26,17.12,1240.511083283965,802.5829989864305,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P56_34.260_17.120.png,both,-2.0688310834541426,-1.9355371149246139,2.8330841807325
P57_45.680_17.120,45.68,17.12,3,11,1309.0409210739158,806.8916771956823,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P57_45.680_17.120.png,P57_45.680_17.120,45.68,17.12,1307.2761140782336,804.9807308268772,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P57_45.680_17.120.png,both,-1.7648069956821928,-1.910946368805071,2.601203520768433
P58_57.100_17.120,57.1,17.12,3,12,1375.1125111342042,808.1557056611243,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P58_57.100_17.120.png,P58_57.100_17.120,57.1,17.12,1374.0505210750073,806.2186006847339,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P58_57.100_17.120.png,both,-1.0619900591968872,-1.9371049763904011,2.2091171484078123
P59_68.520_17.120,68.52,17.12,3,13,1439.0130409485785,810.3726233707174,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P59_68.520_17.120.png,P59_68.520_17.120,68.52,17.12,1437.8775361304158,808.6652860585604,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P59_68.520_17.120.png,both,-1.1355048181626444,-1.7073373121570512,2.050456507598794
P60_79.940_17.120,79.94,17.12,3,14,1499.7102841470714,812.4194127720002,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P60_79.940_17.120.png,P60_79.940_17.120,79.94,17.12,1498.1825588038053,810.4577506768337,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P60_79.940_17.120.png,both,-1.5277253432661837,-1.9616620951665027,2.4863754543654126
P61_-79.940_12.840,-79.94,12.84,4,0,560.3591632312357,854.1744403938537,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P61_-79.940_12.840.png,P61_-79.940_12.840,-79.94,12.84,559.0139738575201,852.1687337723844,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P61_-79.940_12.840.png,both,-1.3451893737155842,-2.0057066214693577,2.4150348864070996
P62_-68.520_12.840,-68.52,12.84,4,1,618.8096227848313,854.4159341897679,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P62_-68.520_12.840.png,P62_-68.520_12.840,-68.52,12.84,617.095210796238,852.318014905254,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P62_-68.520_12.840.png,both,-1.7144119885932696,-2.097919284513864,2.7093308751364225
P63_-57.100_12.840,-57.1,12.84,4,2,680.1105518699119,853.7874139338259,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P63_-57.100_12.840.png,P63_-57.100_12.840,-57.1,12.84,678.9725428011212,852.1216788830257,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P63_-57.100_12.840.png,both,-1.1380090687906659,-1.6657350508002082,2.0173591400923563
P64_-45.680_12.840,-45.68,12.84,4,3,744.9448744612125,854.6893252575132,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P64_-45.680_12.840.png,P64_-45.680_12.840,-45.68,12.84,743.8234449056258,853.0095866479364,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P64_-45.680_12.840.png,both,-1.121429555586701,-1.679738609576816,2.019684639899616
P65_-34.260_12.840,-34.26,12.84,4,4,812.0055439044406,854.8425002279566,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P65_-34.260_12.840.png,P65_-34.260_12.840,-34.26,12.84,812.2147781509634,853.01465244633,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P65_-34.260_12.840.png,both,0.209234246522783,-1.8278477816265877,1.8397843576667332
P66_-22.840_12.840,-22.84,12.84,4,5,882.9505853717742,855.0061079419647,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P66_-22.840_12.840.png,P66_-22.840_12.840,-22.84,12.84,881.2144621503286,853.0437440365255,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P66_-22.840_12.840.png,both,-1.7361232214456095,-1.962363905439247,2.6201137260457714
P67_-11.420_12.840,-11.42,12.84,4,6,954.0913562536364,855.7425907255825,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P67_-11.420_12.840.png,P67_-11.420_12.840,-11.42,12.84,952.7631710385142,854.1063001775871,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P67_-11.420_12.840.png,both,-1.3281852151221756,-1.6362905479954861,2.107492045804327
P68_0.000_12.840,0.0,12.84,4,7,1027.260854217379,856.8056376094734,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P68_0.000_12.840.png,P68_0.000_12.840,0.0,12.84,1026.130139576819,854.8414913917759,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P68_0.000_12.840.png,both,-1.1307146405599724,-1.9641462176974755,2.266359627877263
P69_11.420_12.840,11.42,12.84,4,8,1100.1232331925587,857.422660118667,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P69_11.420_12.840.png,P69_11.420_12.840,11.42,12.84,1098.2415783346946,855.3976275549815,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P69_11.420_12.840.png,both,-1.8816548578640777,-2.0250325636854996,2.7643049557004646
P70_22.840_12.840,22.84,12.84,4,9,1173.4881912982166,858.4485039427867,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P70_22.840_12.840.png,P70_22.840_12.840,22.84,12.84,1171.2227057857417,856.7089191806998,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P70_22.840_12.840.png,both,-2.2654855124749247,-1.7395847620869063,2.856322767426456
P71_34.260_12.840,34.26,12.84,4,10,1243.3323079684317,859.4147817069584,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P71_34.260_12.840.png,P71_34.260_12.840,34.26,12.84,1243.9844787912994,856.9426420787565,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P71_34.260_12.840.png,both,0.6521708228676744,-2.4721396282018304,2.5567168641689255
P72_45.680_12.840,45.68,12.84,4,11,1309.9561302034206,862.1890939507733,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P72_45.680_12.840.png,P72_45.680_12.840,45.68,12.84,1308.2370377075729,860.4600343984793,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P72_45.680_12.840.png,both,-1.7190924958476899,-1.7290595522940748,2.4382218817530177
P73_57.100_12.840,57.1,12.84,4,12,1376.2029017668442,863.0312684926874,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P73_57.100_12.840.png,P73_57.100_12.840,57.1,12.84,1374.7974323285623,861.2750171385836,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P73_57.100_12.840.png,both,-1.405469438281898,-1.7562513541038243,2.2493917312766913
P74_68.520_12.840,68.52,12.84,4,13,1440.629335757776,864.4544590462021,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P74_68.520_12.840.png,P74_68.520_12.840,68.52,12.84,1438.6135815875202,862.7243557486029,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P74_68.520_12.840.png,both,-2.015754170255832,-1.7301032975992712,2.6564115447851164
P75_79.940_12.840,79.94,12.84,4,14,1500.4693661050107,865.942658749294,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P75_79.940_12.840.png,P75_79.940_12.840,79.94,12.84,1499.1130391005202,864.1972478603792,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P75_79.940_12.840.png,both,-1.3563270044905948,-1.745410888914762,2.2104483966500212
P76_-79.940_8.560,-79.94,8.56,5,0,558.6257614417397,908.7613038181275,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P76_-79.940_8.560.png,P76_-79.940_8.560,-79.94,8.56,557.8817410829016,907.1090205732372,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P76_-79.940_8.560.png,both,-0.7440203588380427,-1.6522832448903273,1.8120723538840273
P77_-68.520_8.560,-68.52,8.56,5,1,616.7189595645083,908.6464552752536,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P77_-68.520_8.560.png,P77_-68.520_8.560,-68.52,8.56,616.1139265331739,906.9656690658768,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P77_-68.520_8.560.png,both,-0.6050330313344148,-1.6807862093768335,1.786367053725817
P78_-57.100_8.560,-57.1,8.56,5,2,678.6033513656155,909.5439965694684,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P78_-57.100_8.560.png,P78_-57.100_8.560,-57.1,8.56,678.1245952106586,907.3464996761684,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P78_-57.100_8.560.png,both,-0.4787561549568409,-2.1974968933000127,2.2490442530044326
P79_-45.680_8.560,-45.68,8.56,5,3,744.0249710609821,910.129485547768,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P79_-45.680_8.560.png,P79_-45.680_8.560,-45.68,8.56,743.1163408779149,908.1384602194788,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P79_-45.680_8.560.png,both,-0.9086301830672028,-1.9910253282891972,2.1885590390642524
P80_-34.260_8.560,-34.26,8.56,5,4,811.3139249073148,910.833036467959,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P80_-34.260_8.560.png,P80_-34.260_8.560,-34.26,8.56,811.0134084269494,908.6083426196428,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P80_-34.260_8.560.png,both,-0.3005164803654452,-2.2246938483161784,2.2448993014625582
P81_-22.840_8.560,-22.84,8.56,5,5,881.6343671919574,911.2036632630978,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P81_-22.840_8.560.png,P81_-22.840_8.560,-22.84,8.56,880.4558308632382,909.4929158632864,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P81_-22.840_8.560.png,both,-1.178536328719133,-1.7107473998114529,2.07740331762333
P82_-11.420_8.560,-11.42,8.56,5,6,954.013559497282,912.3204079116732,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P82_-11.420_8.560.png,P82_-11.420_8.560,-11.42,8.56,952.1245367115348,910.056518806728,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P82_-11.420_8.560.png,both,-1.8890227857472155,-2.2638891049451786,2.9484913031178595
P83_0.000_8.560,0.0,8.56,5,7,1027.6748367396558,912.9376091865452,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P83_0.000_8.560.png,P83_0.000_8.560,0.0,8.56,1026.7657739634983,911.0572008387549,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P83_0.000_8.560.png,both,-0.9090627761574979,-1.8804083477903077,2.0886193251606793
P84_11.420_8.560,11.42,8.56,5,8,1100.1981389067194,913.8553608715716,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P84_11.420_8.560.png,P84_11.420_8.560,11.42,8.56,1098.837242616422,911.8940521447198,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P84_11.420_8.560.png,both,-1.3608962902974326,-1.9613087268518257,2.387209801205257
P85_22.840_8.560,22.84,8.56,5,9,1171.991223151858,914.655778324462,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P85_22.840_8.560.png,P85_22.840_8.560,22.84,8.56,1170.768017296458,912.9062644739756,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P85_22.840_8.560.png,both,-1.2232058554000105,-1.7495138504863235,2.134720421443603
P86_34.260_8.560,34.26,8.56,5,10,1240.9637115941723,916.8073826486532,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P86_34.260_8.560.png,P86_34.260_8.560,34.26,8.56,1240.0796661067188,915.0113697537312,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P86_34.260_8.560.png,both,-0.8840454874534771,-1.7960128949220007,2.001798876663927
P87_45.680_8.560,45.68,8.56,5,11,1309.5701149850602,918.238772074264,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P87_45.680_8.560.png,P87_45.680_8.560,45.68,8.56,1308.2283342826918,916.4710484405332,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P87_45.680_8.560.png,both,-1.3417807023683963,-1.7677236337308386,2.2192841860606287
P88_57.100_8.560,57.1,8.56,5,12,1376.0185240370288,918.38794735982,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P88_57.100_8.560.png,P88_57.100_8.560,57.1,8.56,1375.1642799834674,916.9180180399212,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P88_57.100_8.560.png,both,-0.8542440535613878,-1.4699293198988244,1.7001250273268762
P89_68.520_8.560,68.52,8.56,5,13,1440.1244477937737,919.7117873291407,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P89_68.520_8.560.png,P89_68.520_8.560,68.52,8.56,1439.351696744668,917.9647698817028,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P89_68.520_8.560.png,both,-0.7727510491056364,-1.7470174474379974,1.9102916388726192
P90_79.940_8.560,79.94,8.56,5,14,1501.6967636382228,921.8481517459992,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P90_79.940_8.560.png,P90_79.940_8.560,79.94,8.56,1500.037258128704,920.0256633646328,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P90_79.940_8.560.png,both,-1.6595055095187945,-1.8224883813663837,2.464837202806444
P91_-79.940_4.280,-79.94,4.28,6,0,558.3507121841556,963.6693210635192,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P91_-79.940_4.280.png,P91_-79.940_4.280,-79.94,4.28,558.6291405930718,962.732539043596,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P91_-79.940_4.280.png,both,0.27842840891628384,-0.9367820199231573,0.9772834449344592
P92_-68.520_4.280,-68.52,4.28,6,1,616.287853814096,964.4449876987032,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P92_-68.520_4.280.png,P92_-68.520_4.280,-68.52,4.28,616.1687304229537,963.0584259607296,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P92_-68.520_4.280.png,both,-0.11912339114235238,-1.3865617379736932,1.3916694419041766
P93_-57.100_4.280,-57.1,4.28,6,2,677.853239144556,965.1798081247188,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P93_-57.100_4.280.png,P93_-57.100_4.280,-57.1,4.28,676.6273452230087,963.9069792600376,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P93_-57.100_4.280.png,both,-1.2258939215473674,-1.2728288646811734,1.7671754937335307
P94_-45.680_4.280,-45.68,4.28,6,3,742.7191176868356,966.4540180141192,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P94_-45.680_4.280.png,P94_-45.680_4.280,-45.68,4.28,741.3558325011286,965.2037921175393,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P94_-45.680_4.280.png,both,-1.3632851857070136,-1.250225896579991,1.8497597925264375
P95_-34.260_4.280,-34.26,4.28,6,4,810.8959342293555,967.2789696680604,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P95_-34.260_4.280.png,P95_-34.260_4.280,-34.26,4.28,810.6234879937845,965.6337970718916,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P95_-34.260_4.280.png,both,-0.2724462355710102,-1.645172596168777,1.667579030349545
P96_-22.840_4.280,-22.84,4.28,6,5,880.573597168115,968.155601494606,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P96_-22.840_4.280.png,P96_-22.840_4.280,-22.84,4.28,879.9020671502857,966.7343840277332,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P96_-22.840_4.280.png,both,-0.6715300178293546,-1.421217466872804,1.5718815645557533
P97_-11.420_4.280,-11.42,4.28,6,6,954.2983410708543,968.9978730664634,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P97_-11.420_4.280.png,P97_-11.420_4.280,-11.42,4.28,953.8612015930264,967.4331012638188,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P97_-11.420_4.280.png,both,-0.43713947782794094,-1.5647718026446,1.624685113314982
