label,mm_x,mm_y,row,col,xu,yu,image_path
P108_-57.100_0.000,-57.1,0.0,7,2,677.0549326563712,1018.4414155761733,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P108_-57.100_0.000.png
P109_-45.680_0.000,-45.68,0.0,7,3,741.6644611925113,1020.6411255046561,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P109_-45.680_0.000.png
P110_-34.260_0.000,-34.26,0.0,7,4,808.6340758080345,1021.0048948630082,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P110_-34.260_0.000.png
P111_-22.840_0.000,-22.84,0.0,7,5,878.644096834626,1022.7492161792256,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P111_-22.840_0.000.png
P112_-11.420_0.000,-11.42,0.0,7,6,951.2953436406261,1023.9610782040002,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P112_-11.420_0.000.png
P113_0.000_0.000,0.0,0.0,7,7,1024.3671313341936,1027.1952116458538,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P113_0.000_0.000.png
P114_11.420_0.000,11.42,0.0,7,8,1098.7798374766369,1026.7131277009094,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P114_11.420_0.000.png
P115_22.840_0.000,22.84,0.0,7,9,1167.9513472550996,1026.9281896235186,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P115_22.840_0.000.png
P116_34.260_0.000,34.26,0.0,7,10,1238.5440476934198,1027.6282786994975,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P116_34.260_0.000.png
P117_45.680_0.000,45.68,0.0,7,11,1307.436928199792,1028.629411030177,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P117_45.680_0.000.png
P118_57.100_0.000,57.1,0.0,7,12,1374.6938417979118,1028.4569899132896,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P118_57.100_0.000.png
P119_68.520_0.000,68.52,0.0,7,13,1437.7905258694898,1027.71469685095,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P119_68.520_0.000.png
P120_79.940_0.000,79.94,0.0,7,14,1498.3720421903515,1028.3405540834528,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P120_79.940_0.000.png
P121_-79.940_-4.280,-79.94,-4.28,8,0,558.3529898726115,1071.2126124735623,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P121_-79.940_-4.280.png
P122_-68.520_-4.280,-68.52,-4.28,8,1,616.3426149643943,1071.778244301422,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P122_-68.520_-4.280.png
P123_-57.100_-4.280,-57.1,-4.28,8,2,678.3111369685483,1074.584136429059,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P123_-57.100_-4.280.png
P124_-45.680_-4.280,-45.68,-4.28,8,3,741.328808066825,1076.2365041660767,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P124_-45.680_-4.280.png
P125_-34.260_-4.280,-34.26,-4.28,8,4,810.8002637280929,1077.410216268654,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P125_-34.260_-4.280.png
P126_-22.840_-4.280,-22.84,-4.28,8,5,878.6488381547513,1079.0278459156127,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P126_-22.840_-4.280.png
P127_-11.420_-4.280,-11.42,-4.28,8,6,949.8628409475025,1081.2691489638316,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P127_-11.420_-4.280.png
P128_0.000_-4.280,0.0,-4.28,8,7,1022.4259969726387,1082.9648978395085,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P128_0.000_-4.280.png
P129_11.420_-4.280,11.42,-4.28,8,8,1095.5114392254732,1084.204551413395,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P129_11.420_-4.280.png
P130_22.840_-4.280,22.84,-4.28,8,9,1166.2208731359412,1083.9921590663496,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P130_22.840_-4.280.png
P131_34.260_-4.280,34.26,-4.28,8,10,1235.63092524998,1084.6429872832941,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P131_34.260_-4.280.png
P132_45.680_-4.280,45.68,-4.28,8,11,1303.8015932554567,1084.503170435466,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P132_45.680_-4.280.png
P133_57.100_-4.280,57.1,-4.28,8,12,1371.244810428992,1083.4417178491144,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P133_57.100_-4.280.png
P134_68.520_-4.280,68.52,-4.28,8,13,1434.261293891574,1083.5,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P134_68.520_-4.280.png
P135_79.940_-4.280,79.94,-4.28,8,14,1496.0554098173366,1084.4680701476864,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P135_79.940_-4.280.png
P136_-79.940_-8.560,-79.94,-8.56,9,0,561.4786363364478,1127.4532092127135,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P136_-79.940_-8.560.png
P137_-68.520_-8.560,-68.52,-8.56,9,1,617.4102144783058,1128.092269929407,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P137_-68.520_-8.560.png
P138_-57.100_-8.560,-57.1,-8.56,9,2,678.8377388850987,1128.6789650645408,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P138_-57.100_-8.560.png
P139_-45.680_-8.560,-45.68,-8.56,9,3,742.4250155188811,1131.60856642234,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P139_-45.680_-8.560.png
P140_-34.260_-8.560,-34.26,-8.56,9,4,810.6916627689429,1133.7754727382066,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P140_-34.260_-8.560.png
P141_-22.840_-8.560,-22.84,-8.56,9,5,879.8293957697194,1135.970902890766,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P141_-22.840_-8.560.png
P142_-11.420_-8.560,-11.42,-8.56,9,6,949.9382116258628,1136.7106412553915,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P142_-11.420_-8.560.png
P143_0.000_-8.560,0.0,-8.56,9,7,1021.9180597217148,1138.0418079444871,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P143_0.000_-8.560.png
P144_11.420_-8.560,11.42,-8.56,9,8,1094.270395582691,1139.5973584343149,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P144_11.420_-8.560.png
P145_22.840_-8.560,22.84,-8.56,9,9,1166.3082088627434,1140.4912225453963,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P145_22.840_-8.560.png
P146_34.260_-8.560,34.26,-8.56,9,10,1235.1689593481533,1140.5613479762642,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P146_34.260_-8.560.png
P147_45.680_-8.560,45.68,-8.56,9,11,1304.3783728361389,1140.4457310092876,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P147_45.680_-8.560.png
P148_57.100_-8.560,57.1,-8.56,9,12,1368.4892163701268,1140.9889647844893,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P148_57.100_-8.560.png
P149_68.520_-8.560,68.52,-8.56,9,13,1429.7551711808203,1140.0210814702823,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P149_68.520_-8.560.png
P150_79.940_-8.560,79.94,-8.56,9,14,1492.3008552879824,1137.690848225084,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P150_79.940_-8.560.png
P151_-79.940_-12.840,-79.94,-12.84,10,0,562.2592720662794,1176.6637430316398,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P151_-79.940_-12.840.png
P152_-68.520_-12.840,-68.52,-12.84,10,1,617.9262857827796,1177.7564961150888,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P152_-68.520_-12.840.png
P153_-57.100_-12.840,-57.1,-12.84,10,2,680.3396867904756,1182.3510838136267,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P153_-57.100_-12.840.png
P154_-45.680_-12.840,-45.68,-12.84,10,3,743.6470784901887,1185.0862235970503,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P154_-45.680_-12.840.png
P155_-34.260_-12.840,-34.26,-12.84,10,4,811.4763213143833,1187.7434620406061,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P155_-34.260_-12.840.png
P156_-22.840_-12.840,-22.84,-12.84,10,5,878.7194714586835,1188.8417151404828,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P156_-22.840_-12.840.png
P157_-11.420_-12.840,-11.42,-12.84,10,6,948.129723650762,1191.611229689678,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P157_-11.420_-12.840.png
P158_0.000_-12.840,0.0,-12.84,10,7,1021.0369558696246,1193.6374686891577,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P158_0.000_-12.840.png
P159_11.420_-12.840,11.42,-12.84,10,8,1092.6049865782097,1193.972722621278,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P159_11.420_-12.840.png
P160_22.840_-12.840,22.84,-12.84,10,9,1163.9372557163094,1195.5241424824628,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P160_22.840_-12.840.png
P161_34.260_-12.840,34.26,-12.84,10,10,1232.8753134688627,1195.805927542621,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P161_34.260_-12.840.png
P162_45.680_-12.840,45.68,-12.84,10,11,1301.2206151248608,1196.02118431627,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P162_45.680_-12.840.png
P163_57.100_-12.840,57.1,-12.84,10,12,1368.2692615347323,1194.4239821746548,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P163_57.100_-12.840.png
P164_68.520_-12.840,68.52,-12.84,10,13,1429.804836839603,1192.8685636207551,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P164_68.520_-12.840.png
P165_79.940_-12.840,79.94,-12.84,10,14,1488.6056391013021,1192.751876230315,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P165_79.940_-12.840.png
P166_-79.940_-17.120,-79.94,-17.12,11,0,563.0830296893396,1226.8562468273522,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P166_-79.940_-17.120.png
P167_-68.520_-17.120,-68.52,-17.12,11,1,622.1044586378321,1232.9838130373307,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P167_-68.520_-17.120.png
P168_-57.100_-17.120,-57.1,-17.12,11,2,682.7024387638048,1236.5994967273218,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P168_-57.100_-17.120.png
P169_-45.680_-17.120,-45.68,-17.12,11,3,745.8978584499604,1239.5704779835191,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P169_-45.680_-17.120.png
P170_-34.260_-17.120,-34.26,-17.12,11,4,811.2924421555772,1242.6139651452984,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P170_-34.260_-17.120.png
P171_-22.840_-17.120,-22.84,-17.12,11,5,880.8817494564594,1245.7466707248504,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P171_-22.840_-17.120.png
P172_-11.420_-17.120,-11.42,-17.12,11,6,950.0480289337725,1245.6340830811416,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P172_-11.420_-17.120.png
P173_0.000_-17.120,0.0,-17.12,11,7,1020.9452996845425,1246.8370104343605,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P173_0.000_-17.120.png
P174_11.420_-17.120,11.42,-17.12,11,8,1089.489750748622,1248.1054966462693,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P174_11.420_-17.120.png
P175_22.840_-17.120,22.84,-17.12,11,9,1162.1316421844426,1249.7071475466676,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P175_22.840_-17.120.png
P176_34.260_-17.120,34.26,-17.12,11,10,1229.8441035283865,1248.1536348372215,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P176_34.260_-17.120.png
P177_45.680_-17.120,45.68,-17.12,11,11,1299.4859726546154,1248.8243443369768,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P177_45.680_-17.120.png
P178_57.100_-17.120,57.1,-17.12,11,12,1358.886576942572,1249.3947481900093,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P178_57.100_-17.120.png
P179_68.520_-17.120,68.52,-17.12,11,13,1424.6888316162187,1245.9839591874384,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P179_68.520_-17.120.png
P180_79.940_-17.120,79.94,-17.12,11,14,1480.4889293807803,1245.7655410749333,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P180_79.940_-17.120.png
P181_-79.940_-21.400,-79.94,-21.400000000000002,12,0,569.1455198273235,1282.4226197390533,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P181_-79.940_-21.400.png
P182_-68.520_-21.400,-68.52,-21.400000000000002,12,1,623.1005215394708,1284.246575552154,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P182_-68.520_-21.400.png
P183_-57.100_-21.400,-57.1,-21.400000000000002,12,2,687.8575031324523,1288.9608175892743,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P183_-57.100_-21.400.png
P184_-45.680_-21.400,-45.68,-21.400000000000002,12,3,747.5290550331629,1292.0384702300016,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P184_-45.680_-21.400.png
P185_-34.260_-21.400,-34.26,-21.400000000000002,12,4,813.2698280590616,1293.5143437360296,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P185_-34.260_-21.400.png
P186_-22.840_-21.400,-22.84,-21.400000000000002,12,5,880.0639647333376,1294.6723300278156,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P186_-22.840_-21.400.png
P187_-11.420_-21.400,-11.42,-21.400000000000002,12,6,949.3423103369241,1298.6485859472393,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P187_-11.420_-21.400.png
P188_0.000_-21.400,0.0,-21.400000000000002,12,7,1019.1480421228505,1300.1860203844637,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P188_0.000_-21.400.png
P189_11.420_-21.400,11.42,-21.400000000000002,12,8,1088.6331657235505,1299.9593036148083,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P189_11.420_-21.400.png
P190_22.840_-21.400,22.84,-21.400000000000002,12,9,1158.2566579583224,1301.0639665026974,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P190_22.840_-21.400.png
P191_34.260_-21.400,34.26,-21.400000000000002,12,10,1225.811585064066,1302.7937858596229,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P191_34.260_-21.400.png
P192_45.680_-21.400,45.68,-21.400000000000002,12,11,1292.9823140097515,1302.0110305704382,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P192_45.680_-21.400.png
P193_57.100_-21.400,57.1,-21.400000000000002,12,12,1354.7693764606736,1299.7445605743362,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P193_57.100_-21.400.png
P194_68.520_-21.400,68.52,-21.400000000000002,12,13,1416.952759464076,1303.9067401214188,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P194_68.520_-21.400.png
P195_79.940_-21.400,79.94,-21.400000000000002,12,14,1478.8601592177072,1299.2171777631556,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P195_79.940_-21.400.png
P196_-79.940_-25.680,-79.94,-25.68,13,0,573.3047031802208,1325.9956414038038,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P196_-79.940_-25.680.png
P197_-68.520_-25.680,-68.52,-25.68,13,1,625.7678183849687,1327.2043326069988,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P197_-68.520_-25.680.png
P198_-57.100_-25.680,-57.1,-25.68,13,2,687.3331374362881,1338.6981045147013,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P198_-57.100_-25.680.png
P199_-45.680_-25.680,-45.68,-25.68,13,3,750.7770808769209,1341.040866548922,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P199_-45.680_-25.680.png
P200_-34.260_-25.680,-34.26,-25.68,13,4,813.7515833616317,1343.1293909650017,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P200_-34.260_-25.680.png
P201_-22.840_-25.680,-22.84,-25.68,13,5,882.1280497260825,1347.9768523060661,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P201_-22.840_-25.680.png
P202_-11.420_-25.680,-11.42,-25.68,13,6,950.4258278702303,1348.4696103750566,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P202_-11.420_-25.680.png
P203_0.000_-25.680,0.0,-25.68,13,7,1018.4690043133073,1349.6673048026132,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P203_0.000_-25.680.png
P204_11.420_-25.680,11.42,-25.68,13,8,1087.3358716626587,1351.703724064771,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P204_11.420_-25.680.png
P205_22.840_-25.680,22.84,-25.68,13,9,1154.9693400073838,1353.0193818939601,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P205_22.840_-25.680.png
P206_34.260_-25.680,34.26,-25.68,13,10,1223.8550168611293,1351.6009865957449,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P206_34.260_-25.680.png
P207_45.680_-25.680,45.68,-25.68,13,11,1287.2280727476423,1350.4658444796264,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P207_45.680_-25.680.png
P208_57.100_-25.680,57.1,-25.68,13,12,1353.7991706764278,1346.715733075034,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P208_57.100_-25.680.png
P209_68.520_-25.680,68.52,-25.68,13,13,1413.0234481958464,1347.4985345435398,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P209_68.520_-25.680.png
P210_79.940_-25.680,79.94,-25.68,13,14,1469.3075067335235,1346.4787153475474,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P210_79.940_-25.680.png
P211_-79.940_-29.960,-79.94,-29.96,14,0,579.4601464347718,1377.4815890791294,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P211_-79.940_-29.960.png
P212_-68.520_-29.960,-68.52,-29.96,14,1,632.5334982902899,1386.0214701788752,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P212_-68.520_-29.960.png
